Datetime,Temperature
2024-02-14 17:59:15,22.0
2024-02-14 17:59:16,22.0
2024-02-14 17:59:17,22.0
2024-02-14 17:59:18,22.0
2024-02-14 17:59:18,22.0
2024-02-14 17:59:19,21.0
2024-02-14 17:59:20,21.0
2024-02-14 17:59:21,21.0
2024-02-14 17:59:22,21.0
2024-02-14 17:59:23,21.0
2024-02-14 17:59:24,21.0
2024-02-14 17:59:25,21.0
2024-02-14 17:59:26,21.0
2024-02-14 17:59:27,21.0
2024-02-14 17:59:28,21.0
2024-02-14 17:59:29,21.0
2024-02-14 17:59:30,21.0
2024-02-14 17:59:31,21.0
2024-02-14 17:59:32,21.0
2024-02-14 17:59:33,21.0
2024-02-14 17:59:34,21.0
2024-02-14 17:59:35,22.0
2024-02-14 17:59:36,22.0
2024-02-14 17:59:37,23.0
2024-02-14 17:59:38,23.0
2024-02-14 17:59:39,24.0
2024-02-14 17:59:40,24.0
2024-02-14 17:59:41,25.0
2024-02-14 17:59:42,26.0
2024-02-14 17:59:43,27.0
2024-02-14 17:59:44,28.0
2024-02-14 17:59:45,29.0
2024-02-14 17:59:46,30.0
2024-02-14 17:59:47,31.0
2024-02-14 17:59:48,32.0
2024-02-14 17:59:49,33.0
2024-02-14 17:59:50,34.0
2024-02-14 17:59:51,36.0
2024-02-14 17:59:52,37.0
2024-02-14 17:59:53,39.0
2024-02-14 17:59:54,40.0
2024-02-14 17:59:55,41.0
2024-02-14 17:59:56,43.0
2024-02-14 17:59:57,44.0
2024-02-14 17:59:58,45.0
2024-02-14 17:59:59,46.0
2024-02-14 18:00:00,48.0
2024-02-14 18:00:01,49.0
2024-02-14 18:00:02,50.0
2024-02-14 18:00:03,51.0
2024-02-14 18:00:04,52.0
2024-02-14 18:00:05,53.0
2024-02-14 18:00:06,54.0
2024-02-14 18:00:07,56.0
2024-02-14 18:00:08,58.0
2024-02-14 18:00:09,60.0
2024-02-14 18:00:10,62.0
2024-02-14 18:00:11,63.0
2024-02-14 18:00:12,65.0
2024-02-14 18:00:13,66.0
2024-02-14 18:00:14,67.0
2024-02-14 18:00:15,69.0
2024-02-14 18:00:16,70.0
2024-02-14 18:00:17,71.0
2024-02-14 18:00:18,73.0
2024-02-14 18:00:19,75.0
2024-02-14 18:00:20,76.0
2024-02-14 18:00:21,78.0
2024-02-14 18:00:22,79.0
2024-02-14 18:00:23,80.0
2024-02-14 18:00:24,82.0
2024-02-14 18:00:25,83.0
2024-02-14 18:00:26,85.0
2024-02-14 18:00:27,87.0
2024-02-14 18:00:28,88.0
2024-02-14 18:00:29,89.0
2024-02-14 18:00:30,90.0
2024-02-14 18:00:31,92.0
2024-02-14 18:00:32,93.0
2024-02-14 18:00:33,94.0
2024-02-14 18:00:34,95.0
2024-02-14 18:00:35,97.0
2024-02-14 18:00:36,99.0
2024-02-14 18:00:37,99.0
2024-02-14 18:00:38,101.0
2024-02-14 18:00:39,102.0
2024-02-14 18:00:40,104.0
2024-02-14 18:00:41,106.0
2024-02-14 18:00:42,108.0
2024-02-14 18:00:43,109.0
2024-02-14 18:00:44,111.0
2024-02-14 18:00:45,112.0
2024-02-14 18:00:46,113.0
2024-02-14 18:00:47,114.0
2024-02-14 18:00:48,116.0
2024-02-14 18:00:49,116.0
2024-02-14 18:00:50,118.0
2024-02-14 18:00:51,120.0
2024-02-14 18:00:52,120.0
2024-02-14 18:00:53,122.0
2024-02-14 18:00:54,123.0
2024-02-14 18:00:55,124.0
2024-02-14 18:00:56,126.0
2024-02-14 18:00:57,126.0
2024-02-14 18:00:58,128.0
2024-02-14 18:00:59,129.0
2024-02-14 18:01:00,131.0
2024-02-14 18:01:01,132.0
2024-02-14 18:01:02,133.0
2024-02-14 18:01:03,135.0
2024-02-14 18:01:04,137.0
2024-02-14 18:01:05,138.0
2024-02-14 18:01:06,139.0
2024-02-14 18:01:07,141.0
2024-02-14 18:01:08,142.0
2024-02-14 18:01:09,143.0
2024-02-14 18:01:10,144.0
2024-02-14 18:01:11,144.0
2024-02-14 18:01:11,147.0
2024-02-14 18:01:12,148.0
2024-02-14 18:01:13,148.0
2024-02-14 18:01:14,148.0
2024-02-14 18:01:15,148.0
2024-02-14 18:01:16,148.0
2024-02-14 18:01:17,148.0
2024-02-14 18:01:18,148.0
2024-02-14 18:01:19,148.0
2024-02-14 18:01:20,148.0
2024-02-14 18:01:21,148.0
2024-02-14 18:01:22,148.0
2024-02-14 18:01:23,148.0
2024-02-14 18:01:24,148.0
2024-02-14 18:01:25,148.0
2024-02-14 18:01:26,148.0
2024-02-14 18:01:27,148.0
2024-02-14 18:01:28,148.0
2024-02-14 18:01:29,148.0
2024-02-14 18:01:30,148.0
2024-02-14 18:01:31,148.0
2024-02-14 18:01:32,148.0
2024-02-14 18:01:33,148.0
2024-02-14 18:01:34,148.0
2024-02-14 18:01:35,148.0
2024-02-14 18:01:36,148.0
2024-02-14 18:01:37,148.0
2024-02-14 18:01:38,148.0
2024-02-14 18:01:39,148.0
2024-02-14 18:01:40,148.0
2024-02-14 18:01:41,148.0
2024-02-14 18:01:42,148.0
2024-02-14 18:01:43,148.0
2024-02-14 18:01:44,148.0
2024-02-14 18:01:45,148.0
2024-02-14 18:01:46,148.0
2024-02-14 18:01:47,148.0
2024-02-14 18:01:48,148.0
2024-02-14 18:01:49,148.0
2024-02-14 18:01:50,148.0
2024-02-14 18:01:51,148.0
2024-02-14 18:01:52,148.0
2024-02-14 18:01:53,148.0
2024-02-14 18:01:54,148.0
2024-02-14 18:01:55,149.0
2024-02-14 18:01:56,149.0
2024-02-14 18:01:57,149.0
2024-02-14 18:01:58,149.0
2024-02-14 18:01:59,149.0
2024-02-14 18:02:00,149.0
2024-02-14 18:02:01,149.0
2024-02-14 18:02:02,149.0
2024-02-14 18:02:03,149.0
2024-02-14 18:02:04,149.0
2024-02-14 18:02:05,149.0
2024-02-14 18:02:06,149.0
2024-02-14 18:02:07,148.0
2024-02-14 18:02:08,148.0
2024-02-14 18:02:09,149.0
2024-02-14 18:02:10,148.0
2024-02-14 18:02:12,148.0
2024-02-14 18:02:12,148.0
2024-02-14 18:02:14,148.0
2024-02-14 18:02:14,149.0
2024-02-14 18:02:16,149.0
2024-02-14 18:02:17,149.0
2024-02-14 18:02:18,149.0
2024-02-14 18:02:19,149.0
2024-02-14 18:02:20,149.0
2024-02-14 18:02:21,149.0
2024-02-14 18:02:22,149.0
2024-02-14 18:02:23,149.0
2024-02-14 18:02:24,149.0
2024-02-14 18:02:24,149.0
2024-02-14 18:02:26,149.0
2024-02-14 18:02:27,149.0
2024-02-14 18:02:28,149.0
2024-02-14 18:02:29,149.0
